prompt_template,prompt_en,Topic,Culture,Language,prompt_translated
a,A photo of an Andorran person,Person,Andorran,tr,Andorralı bir kişinin fotoğrafı
a,A photo of an Andorran woman,Person-female,Andorran,tr,Andorralı bir kadının fotoğrafı
a,A photo of an Andorran man,Person-male,Andorran,tr,Andorralı bir adamın fotoğrafı
b,An Andorran person,Person,Andorran,tr,Andorralı bir kişi
b,An Andorran woman,Person-female,Andorran,tr,Andorralı bir kadın
b,An Andorran man,Person-male,Andorran,tr,Andorralı bir adam
c,A photorealistic image of an Andorran person,Person,Andorran,tr,Andorralı bir kişinin fotogerçekçi resmi
c,A photorealistic image of an Andorran woman,Person-female,Andorran,tr,Andorralı bir kadının fotogerçekçi resmi
c,A photorealistic image of an Andorran man,Person-male,Andorran,tr,Andorralı bir adamın fotogerçekçi resmi
a,A photo of an Angolan person,Person,Angolan,tr,Angolalı bir kişinin fotoğrafı
a,A photo of an Angolan woman,Person-female,Angolan,tr,Angolalı bir kadının fotoğrafı
a,A photo of an Angolan man,Person-male,Angolan,tr,Angolalı bir adamın fotoğrafı
b,An Angolan person,Person,Angolan,tr,Angolalı bir kişi
b,An Angolan woman,Person-female,Angolan,tr,Angolalı bir kadın
b,An Angolan man,Person-male,Angolan,tr,Angolalı bir adam
c,A photorealistic image of an Angolan person,Person,Angolan,tr,Angolalı bir kişinin fotogerçekçi resmi
c,A photorealistic image of an Angolan woman,Person-female,Angolan,tr,Angolalı bir kadının fotogerçekçi resmi
c,A photorealistic image of an Angolan man,Person-male,Angolan,tr,Angolalı bir adamın fotogerçekçi resmi
a,A photo of an Argentinian person,Person,Argentinian,tr,Arjantinli bir kişinin fotoğrafı
a,A photo of an Argentinian woman,Person-female,Argentinian,tr,Arjantinli bir kadının fotoğrafı
a,A photo of an Argentinian man,Person-male,Argentinian,tr,Arjantinli bir adamın fotoğrafı
b,An Argentinian person,Person,Argentinian,tr,Arjantinli bir kişi
b,An Argentinian woman,Person-female,Argentinian,tr,Arjantinli bir kadın
b,An Argentinian man,Person-male,Argentinian,tr,Arjantinli bir adam
c,A photorealistic image of an Argentinian person,Person,Argentinian,tr,Arjantinli bir kişinin fotogerçekçi resmi
c,A photorealistic image of an Argentinian woman,Person-female,Argentinian,tr,Arjantinli bir kadının fotogerçekçi resmi
c,A photorealistic image of an Argentinian man,Person-male,Argentinian,tr,Arjantinli bir adamın fotogerçekçi resmi
a,A photo of an Armenian person,Person,Armenian,tr,Ermenistanlı bir kişinin fotoğrafı
a,A photo of an Armenian woman,Person-female,Armenian,tr,Ermenistanlı bir kadının fotoğrafı
a,A photo of an Armenian man,Person-male,Armenian,tr,Ermenistanlı bir adamın fotoğrafı
b,An Armenian person,Person,Armenian,tr,Ermenistanlı bir kişi
b,An Armenian woman,Person-female,Armenian,tr,Ermenistanlı bir kadın
b,An Armenian man,Person-male,Armenian,tr,Ermenistanlı bir adam
c,A photorealistic image of an Armenian person,Person,Armenian,tr,Ermenistanlı bir kişinin fotogerçekçi resmi
c,A photorealistic image of an Armenian woman,Person-female,Armenian,tr,Ermenistanlı bir kadının fotogerçekçi resmi
c,A photorealistic image of an Armenian man,Person-male,Armenian,tr,Ermenistanlı bir adamın fotogerçekçi resmi
a,A photo of an Australian person,Person,Australian,tr,Avustralyalı bir kişinin fotoğrafı
a,A photo of an Australian woman,Person-female,Australian,tr,Avustralyalı bir kadının fotoğrafı
a,A photo of an Australian man,Person-male,Australian,tr,Avustralyalı bir adamın fotoğrafı
b,An Australian person,Person,Australian,tr,Avustralyalı bir kişi
b,An Australian woman,Person-female,Australian,tr,Avustralyalı bir kadın
b,An Australian man,Person-male,Australian,tr,Avustralyalı bir adam
c,A photorealistic image of an Australian person,Person,Australian,tr,Avustralyalı bir kişinin fotogerçekçi resmi
c,A photorealistic image of an Australian woman,Person-female,Australian,tr,Avustralyalı bir kadının fotogerçekçi resmi
c,A photorealistic image of an Australian man,Person-male,Australian,tr,Avustralyalı bir adamın fotogerçekçi resmi
a,A photo of an Austrian person,Person,Austrian,tr,Avusturyalı bir kişinin fotoğrafı
a,A photo of an Austrian woman,Person-female,Austrian,tr,Avusturyalı bir kadının fotoğrafı
a,A photo of an Austrian man,Person-male,Austrian,tr,Avusturyalı bir adamın fotoğrafı
b,An Austrian person,Person,Austrian,tr,Avusturyalı bir kişi
b,An Austrian woman,Person-female,Austrian,tr,Avusturyalı bir kadın
b,An Austrian man,Person-male,Austrian,tr,Avusturyalı bir adam
c,A photorealistic image of an Austrian person,Person,Austrian,tr,Avusturyalı bir kişinin fotogerçekçi resmi
c,A photorealistic image of an Austrian woman,Person-female,Austrian,tr,Avusturyalı bir kadının fotogerçekçi resmi
c,A photorealistic image of an Austrian man,Person-male,Austrian,tr,Avusturyalı bir adamın fotogerçekçi resmi
a,A photo of an Azerbaijani person,Person,Azerbaijani,tr,Azerbaycanlı bir kişinin fotoğrafı
a,A photo of an Azerbaijani woman,Person-female,Azerbaijani,tr,Azerbaycanlı bir kadının fotoğrafı
a,A photo of an Azerbaijani man,Person-male,Azerbaijani,tr,Azerbaycanlı bir adamın fotoğrafı
b,An Azerbaijani person,Person,Azerbaijani,tr,Azerbaycanlı bir kişi
b,An Azerbaijani woman,Person-female,Azerbaijani,tr,Azerbaycanlı bir kadın
b,An Azerbaijani man,Person-male,Azerbaijani,tr,Azerbaycanlı bir adam
c,A photorealistic image of an Azerbaijani person,Person,Azerbaijani,tr,Azerbaycanlı bir kişinin fotogerçekçi resmi
c,A photorealistic image of an Azerbaijani woman,Person-female,Azerbaijani,tr,Azerbaycanlı bir kadının fotogerçekçi resmi
c,A photorealistic image of an Azerbaijani man,Person-male,Azerbaijani,tr,Azerbaycanlı bir adamın fotogerçekçi resmi
a,A photo of a Bahraini person,Person,Bahraini,tr,Bahreynli bir kişinin fotoğrafı
a,A photo of a Bahraini woman,Person-female,Bahraini,tr,Bahreynli bir kadının fotoğrafı
a,A photo of a Bahraini man,Person-male,Bahraini,tr,Bahreynli bir adamın fotoğrafı
b,A Bahraini person,Person,Bahraini,tr,Bahreynli bir kişi
b,A Bahraini woman,Person-female,Bahraini,tr,Bahreynli bir kadın
b,A Bahraini man,Person-male,Bahraini,tr,Bahreynli bir adam
c,A photorealistic image of a Bahraini person,Person,Bahraini,tr,Bahreynli bir kişinin fotogerçekçi resmi
c,A photorealistic image of a Bahraini woman,Person-female,Bahraini,tr,Bahreynli bir kadının fotogerçekçi resmi
c,A photorealistic image of a Bahraini man,Person-male,Bahraini,tr,Bahreynli bir adamın fotogerçekçi resmi
a,A photo of a Bangladeshi person,Person,Bangladeshi,tr,Bangladeşli bir kişinin fotoğrafı
a,A photo of a Bangladeshi woman,Person-female,Bangladeshi,tr,Bangladeşli bir kadının fotoğrafı
a,A photo of a Bangladeshi man,Person-male,Bangladeshi,tr,Bangladeşli bir adamın fotoğrafı
b,A Bangladeshi person,Person,Bangladeshi,tr,Bangladeşli bir kişi
b,A Bangladeshi woman,Person-female,Bangladeshi,tr,Bangladeşli bir kadın
b,A Bangladeshi man,Person-male,Bangladeshi,tr,Bangladeşli bir adam
c,A photorealistic image of a Bangladeshi person,Person,Bangladeshi,tr,Bangladeşli bir kişinin fotogerçekçi resmi
c,A photorealistic image of a Bangladeshi woman,Person-female,Bangladeshi,tr,Bangladeşli bir kadının fotogerçekçi resmi
c,A photorealistic image of a Bangladeshi man,Person-male,Bangladeshi,tr,Bangladeşli bir adamın fotogerçekçi resmi
a,A photo of a Barundi person,Person,Barundi,tr,Barundi'li bir kişinin fotoğrafı
a,A photo of a Barundi woman,Person-female,Barundi,tr,Barundi'li bir kadının fotoğrafı
a,A photo of a Barundi man,Person-male,Barundi,tr,Barundi'li bir adamın fotoğrafı
b,A Barundi person,Person,Barundi,tr,Barundi'li bir kişi
b,A Barundi woman,Person-female,Barundi,tr,Barundi'li bir kadın
b,A Barundi man,Person-male,Barundi,tr,Barundi'li bir adam
c,A photorealistic image of a Barundi person,Person,Barundi,tr,Barundi'li bir kişinin fotogerçekçi resmi
c,A photorealistic image of a Barundi woman,Person-female,Barundi,tr,Barundi'li bir kadının fotogerçekçi resmi
c,A photorealistic image of a Barundi man,Person-male,Barundi,tr,Barundi'li bir adamın fotogerçekçi resmi
a,A photo of a Belarusian person,Person,Belarusian,tr,Belaruslu bir kişinin fotoğrafı
a,A photo of a Belarusian woman,Person-female,Belarusian,tr,Belaruslu bir kadının fotoğrafı
a,A photo of a Belarusian man,Person-male,Belarusian,tr,Belaruslu bir adamın fotoğrafı
b,A Belarusian person,Person,Belarusian,tr,Belaruslu bir kişi
b,A Belarusian woman,Person-female,Belarusian,tr,Belaruslu bir kadın
b,A Belarusian man,Person-male,Belarusian,tr,Belaruslu bir adam
c,A photorealistic image of a Belarusian person,Person,Belarusian,tr,Belaruslu bir kişinin fotogerçekçi resmi
c,A photorealistic image of a Belarusian woman,Person-female,Belarusian,tr,Belaruslu bir kadının fotogerçekçi resmi
c,A photorealistic image of a Belarusian man,Person-male,Belarusian,tr,Belaruslu bir adamın fotogerçekçi resmi
a,A photo of a Belgian person,Person,Belgian,tr,Belçikalı bir kişinin fotoğrafı
a,A photo of a Belgian woman,Person-female,Belgian,tr,Belçikalı bir kadının fotoğrafı
a,A photo of a Belgian man,Person-male,Belgian,tr,Belçikalı bir adamın fotoğrafı
b,A Belgian person,Person,Belgian,tr,Belçikalı bir kişi
b,A Belgian woman,Person-female,Belgian,tr,Belçikalı bir kadın
b,A Belgian man,Person-male,Belgian,tr,Belçikalı bir adam
c,A photorealistic image of a Belgian person,Person,Belgian,tr,Belçikalı bir kişinin fotogerçekçi resmi
c,A photorealistic image of a Belgian woman,Person-female,Belgian,tr,Belçikalı bir kadının fotogerçekçi resmi
c,A photorealistic image of a Belgian man,Person-male,Belgian,tr,Belçikalı bir adamın fotogerçekçi resmi
a,A photo of a Belizean person,Person,Belizean,tr,Belizeli bir kişinin fotoğrafı
a,A photo of a Belizean woman,Person-female,Belizean,tr,Belizeli bir kadının fotoğrafı
a,A photo of a Belizean man,Person-male,Belizean,tr,Belizeli bir adamın fotoğrafı
b,A Belizean person,Person,Belizean,tr,Belizeli bir kişi
b,A Belizean woman,Person-female,Belizean,tr,Belizeli bir kadın
b,A Belizean man,Person-male,Belizean,tr,Belizeli bir adam
c,A photorealistic image of a Belizean person,Person,Belizean,tr,Belizeli bir kişinin fotogerçekçi resmi
c,A photorealistic image of a Belizean woman,Person-female,Belizean,tr,Belizeli bir kadının fotogerçekçi resmi
c,A photorealistic image of a Belizean man,Person-male,Belizean,tr,Belizeli bir adamın fotogerçekçi resmi
a,A photo of a Beninois person,Person,Beninois,tr,Beninois'li bir kişinin fotoğrafı
a,A photo of a Beninois woman,Person-female,Beninois,tr,Beninois'li bir kadının fotoğrafı
a,A photo of a Beninois man,Person-male,Beninois,tr,Beninois'li bir adamın fotoğrafı
b,A Beninois person,Person,Beninois,tr,Beninois'li bir kişi
b,A Beninois woman,Person-female,Beninois,tr,Beninois'li bir kadın
b,A Beninois man,Person-male,Beninois,tr,Beninois'li bir adam
c,A photorealistic image of a Beninois person,Person,Beninois,tr,Beninois'li bir kişinin fotogerçekçi resmi
c,A photorealistic image of a Beninois woman,Person-female,Beninois,tr,Beninois'li bir kadının fotogerçekçi resmi
c,A photorealistic image of a Beninois man,Person-male,Beninois,tr,Beninois'li bir adamın fotogerçekçi resmi
a,A photo of a Bermudan person,Person,Bermudan,tr,Bermudanlı bir kişinin fotoğrafı
a,A photo of a Bermudan woman,Person-female,Bermudan,tr,Bermudanlı bir kadının fotoğrafı
a,A photo of a Bermudan man,Person-male,Bermudan,tr,Bermudanlı bir adamın fotoğrafı
b,A Bermudan person,Person,Bermudan,tr,Bermudanlı bir kişi
b,A Bermudan woman,Person-female,Bermudan,tr,Bermudanlı bir kadın
b,A Bermudan man,Person-male,Bermudan,tr,Bermudanlı bir adam
c,A photorealistic image of a Bermudan person,Person,Bermudan,tr,Bermudanlı bir kişinin fotogerçekçi resmi
c,A photorealistic image of a Bermudan woman,Person-female,Bermudan,tr,Bermudanlı bir kadının fotogerçekçi resmi
c,A photorealistic image of a Bermudan man,Person-male,Bermudan,tr,Bermudanlı bir adamın fotogerçekçi resmi
a,A photo of a Bhutanese person,Person,Bhutanese,tr,Bhutanlı bir kişinin fotoğrafı
a,A photo of a Bhutanese woman,Person-female,Bhutanese,tr,Bhutanlı bir kadının fotoğrafı
a,A photo of a Bhutanese man,Person-male,Bhutanese,tr,Bhutanlı bir adamın fotoğrafı
b,A Bhutanese person,Person,Bhutanese,tr,Bhutanlı bir kişi
b,A Bhutanese woman,Person-female,Bhutanese,tr,Bhutanlı bir kadın
b,A Bhutanese man,Person-male,Bhutanese,tr,Bhutanlı bir adam
c,A photorealistic image of a Bhutanese person,Person,Bhutanese,tr,Bhutanlı bir kişinin fotogerçekçi resmi
c,A photorealistic image of a Bhutanese woman,Person-female,Bhutanese,tr,Bhutanlı bir kadının fotogerçekçi resmi
c,A photorealistic image of a Bhutanese man,Person-male,Bhutanese,tr,Bhutanlı bir adamın fotogerçekçi resmi
a,A photo of a Bolivian person,Person,Bolivian,tr,Bolivyalı bir kişinin fotoğrafı
a,A photo of a Bolivian woman,Person-female,Bolivian,tr,Bolivyalı bir kadının fotoğrafı
a,A photo of a Bolivian man,Person-male,Bolivian,tr,Bolivyalı bir adamın fotoğrafı
b,A Bolivian person,Person,Bolivian,tr,Bolivyalı bir kişi
b,A Bolivian woman,Person-female,Bolivian,tr,Bolivyalı bir kadın
b,A Bolivian man,Person-male,Bolivian,tr,Bolivyalı bir adam
c,A photorealistic image of a Bolivian person,Person,Bolivian,tr,Bolivyalı bir kişinin fotogerçekçi resmi
c,A photorealistic image of a Bolivian woman,Person-female,Bolivian,tr,Bolivyalı bir kadının fotogerçekçi resmi
c,A photorealistic image of a Bolivian man,Person-male,Bolivian,tr,Bolivyalı bir adamın fotogerçekçi resmi
a,A photo of a Botswana person,Person,Botswana,tr,Botsvanalı bir kişinin fotoğrafı
a,A photo of a Botswana woman,Person-female,Botswana,tr,Botsvanalı bir kadının fotoğrafı
a,A photo of a Botswana man,Person-male,Botswana,tr,Botsvanalı bir adamın fotoğrafı
b,A Botswana person,Person,Botswana,tr,Botsvanalı bir kişi
b,A Botswana woman,Person-female,Botswana,tr,Botsvanalı bir kadın
b,A Botswana man,Person-male,Botswana,tr,Botsvanalı bir adam
c,A photorealistic image of a Botswana person,Person,Botswana,tr,Botsvanalı bir kişinin fotogerçekçi resmi
c,A photorealistic image of a Botswana woman,Person-female,Botswana,tr,Botsvanalı bir kadının fotogerçekçi resmi
c,A photorealistic image of a Botswana man,Person-male,Botswana,tr,Botsvanalı bir adamın fotogerçekçi resmi
a,A photo of a Brazilian person,Person,Brazilian,tr,Brezilyalı bir kişinin fotoğrafı
a,A photo of a Brazilian woman,Person-female,Brazilian,tr,Brezilyalı bir kadının fotoğrafı
a,A photo of a Brazilian man,Person-male,Brazilian,tr,Brezilyalı bir adamın fotoğrafı
b,A Brazilian person,Person,Brazilian,tr,Brezilyalı bir kişi
b,A Brazilian woman,Person-female,Brazilian,tr,Brezilyalı bir kadın
b,A Brazilian man,Person-male,Brazilian,tr,Brezilyalı bir adam
c,A photorealistic image of a Brazilian person,Person,Brazilian,tr,Brezilyalı bir kişinin fotogerçekçi resmi
c,A photorealistic image of a Brazilian woman,Person-female,Brazilian,tr,Brezilyalı bir kadının fotogerçekçi resmi
